OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,TEAM,SEASON,SEASON_START
82,19905,3286,7299,0.45,863,2445,0.353,2423,4854,0.499,1293,1697,0.762,872,3091,3963,1921,603,348,1144,1581,8728,NOP,2016-17,2016
82,19855,3115,6909,0.451,849,2389,0.355,2266,4520,0.501,1557,1974,0.789,879,2751,3630,1832,661,407,1225,1599,8636,IND,2016-17,2016
82,19780,3116,6802,0.458,816,2312,0.353,2300,4490,0.512,1464,1900,0.7709999999999999,845,2636,3481,1974,609,375,1205,1579,8512,MIL,2016-17,2016
82,19905,2864,6465,0.443,813,2299,0.354,2051,4166,0.4920000000000001,1658,2202,0.753,761,2692,3453,1645,574,410,1171,1708,8199,MEM,2016-17,2016
82,19805,3215,6998,0.459,724,2036,0.35600000000000004,2491,4962,0.502,1525,1996,0.764,750,2583,3333,1758,698,450,1129,1697,8679,OKC,2016-17,2016
82,19755,3414,7449,0.458,816,2232,0.366,2598,5217,0.498,1581,2049,0.772,902,2965,3867,1888,780,457,1092,1671,9225,BRK,2016-17,2016
82,19880,3178,7155,0.444,893,2502,0.35700000000000004,2285,4653,0.491,1280,1658,0.772,876,2722,3598,1919,738,424,1262,1768,8529,ATL,2016-17,2016
82,19780,3035,6477,0.469,788,2074,0.38,2247,4403,0.51,1411,1827,0.772,727,2923,3650,1743,535,280,1225,1591,8269,DAL,2016-17,2016
82,19805,3032,6839,0.443,668,1942,0.344,2364,4897,0.483,1315,1705,0.7709999999999999,800,2600,3400,1757,614,333,1184,1623,8047,SAS,2016-17,2016
82,19805,3304,7081,0.467,794,2161,0.3670000000000001,2510,4920,0.51,1425,1860,0.7659999999999999,799,2934,3733,1936,622,419,1069,1532,8827,ORL,2016-17,2016
82,19755,3168,7035,0.45,735,2213,0.332,2433,4822,0.505,1570,2042,0.769,883,2769,3652,1851,623,425,1141,1664,8641,BOS,2016-17,2016
82,19780,3181,7311,0.435,737,2277,0.324,2444,5034,0.485,1450,1905,0.7609999999999999,963,2604,3567,1862,705,313,1272,1588,8549,GSW,2016-17,2016
82,19830,3300,7070,0.467,825,2159,0.382,2475,4911,0.504,1868,2387,0.7829999999999999,840,2772,3612,1818,663,435,1222,1822,9293,PHO,2016-17,2016
82,19780,3236,7099,0.456,731,2121,0.345,2505,4978,0.503,1197,1555,0.77,843,2698,3541,1939,602,378,1100,1541,8400,CHI,2016-17,2016
82,19780,3052,6801,0.449,794,2240,0.354,2258,4561,0.495,1519,1948,0.78,831,2619,3450,1786,547,392,1200,1666,8417,TOR,2016-17,2016
82,19705,3405,7053,0.483,830,2245,0.37,2575,4808,0.536,1499,1966,0.762,843,2801,3644,2110,698,440,1188,1520,9139,LAL,2016-17,2016
82,19805,3246,6829,0.475,811,2213,0.366,2435,4616,0.528,1445,1881,0.768,806,2508,3314,1896,629,413,1169,1681,8748,MIN,2016-17,2016
82,19755,2978,6723,0.443,671,1874,0.358,2307,4849,0.476,1308,1701,0.769,742,2554,3296,1463,598,312,995,1655,7935,UTA,2016-17,2016
82,19855,3259,7163,0.455,806,2313,0.348,2453,4850,0.506,1533,1988,0.7709999999999999,953,2715,3668,1786,615,377,1060,1516,8857,NYK,2016-17,2016
82,19930,3213,7069,0.455,762,2058,0.37,2451,5011,0.489,1706,2173,0.785,830,2778,3608,1688,633,431,1052,1624,8894,POR,2016-17,2016
82,19755,3163,6999,0.452,753,2154,0.35,2410,4845,0.4970000000000001,1480,1917,0.772,837,2700,3537,1891,577,258,1084,1835,8559,LAC,2016-17,2016
82,19780,3108,6904,0.45,639,1864,0.343,2469,5040,0.49,1518,1940,0.782,837,2737,3574,1611,556,398,1121,1530,8373,MIA,2016-17,2016
82,19855,3253,6978,0.466,810,2224,0.364,2443,4754,0.514,1489,1982,0.7509999999999999,868,2661,3529,1870,606,377,1257,1621,8805,WAS,2016-17,2016
82,19805,3144,6830,0.46,767,2098,0.366,2377,4732,0.502,1346,1726,0.78,656,2861,3517,1929,551,339,1046,1434,8401,DET,2016-17,2016
82,19830,3244,7043,0.461,729,2044,0.35700000000000004,2515,4999,0.503,1650,2135,0.773,886,2802,3688,1859,704,446,1241,1610,8867,PHI,2016-17,2016
82,19730,3429,7238,0.474,956,2596,0.368,2473,4642,0.5329999999999999,1200,1588,0.7559999999999999,812,2766,3578,2122,613,340,1105,1696,9014,CLE,2017-18,2017
82,19755,3177,6759,0.47,976,2586,0.377,2201,4173,0.527,1347,1760,0.765,745,2843,3588,1939,636,389,1176,1422,8677,SAC,2017-18,2017
82,19880,3386,7113,0.476,893,2364,0.378,2493,4749,0.525,1234,1671,0.738,800,2613,3413,2028,654,391,1131,1699,8899,DEN,2017-18,2017
82,19755,3244,7017,0.462,829,2365,0.35100000000000003,2415,4652,0.519,1201,1610,0.746,710,2738,3448,1837,609,363,1194,1670,8518,HOU,2017-18,2017
82,19955,3423,7539,0.454,891,2509,0.355,2532,5030,0.503,1317,1679,0.784,887,2843,3730,1947,670,344,1186,1669,9054,NOP,2017-18,2017
82,19755,3230,6953,0.465,870,2496,0.349,2360,4457,0.53,1213,1602,0.757,838,2686,3524,1905,577,428,1271,1514,8543,IND,2017-18,2017
82,19830,3209,6864,0.468,829,2226,0.3720000000000001,2380,4638,0.513,1509,1926,0.7829999999999999,817,2686,3503,1939,585,366,1279,1633,8756,MIL,2017-18,2017
82,19705,3046,6587,0.462,874,2377,0.368,2172,4210,0.516,1688,2196,0.769,782,2703,3485,1816,662,421,1210,1674,8654,MEM,2017-18,2017
82,19830,3156,6885,0.458,920,2507,0.3670000000000001,2236,4378,0.511,1332,1733,0.769,781,2676,3457,1911,630,377,1315,1750,8564,OKC,2017-18,2017
82,19855,3418,7334,0.466,741,2010,0.369,2677,5324,0.503,1471,1921,0.7659999999999999,853,2981,3834,1782,630,450,1015,1615,9048,BRK,2017-18,2017
82,19705,3336,7107,0.469,949,2519,0.377,2387,4588,0.52,1301,1686,0.772,841,2785,3626,2137,710,453,1238,1661,8922,ATL,2017-18,2017
82,19805,3219,6870,0.469,874,2411,0.363,2345,4459,0.526,1327,1754,0.757,725,3027,3752,1929,594,369,1127,1604,8639,DAL,2017-18,2017
82,19730,3131,6911,0.453,750,2154,0.348,2381,4757,0.501,1175,1549,0.759,756,2731,3487,1786,622,318,1155,1619,8187,SAS,2017-18,2017
82,19730,3355,7176,0.468,819,2260,0.362,2536,4916,0.516,1345,1741,0.773,868,2892,3760,1998,639,402,1166,1556,8874,ORL,2017-18,2017
82,19805,3066,6973,0.44,769,2270,0.339,2297,4703,0.488,1334,1748,0.763,791,2804,3595,1744,594,364,1159,1571,8235,BOS,2017-18,2017
82,19730,3296,7380,0.447,853,2392,0.35700000000000004,2443,4988,0.49,1369,1807,0.758,893,2592,3485,1934,717,301,1175,1516,8814,GSW,2017-18,2017
82,19705,3426,7274,0.471,895,2398,0.373,2531,4876,0.519,1543,2014,0.7659999999999999,855,2906,3761,1910,712,488,1099,1715,9290,PHO,2017-18,2017
82,19855,3360,7115,0.472,990,2678,0.37,2370,4437,0.534,1307,1660,0.787,691,3053,3744,2123,588,423,1112,1425,9017,CHI,2017-18,2017
82,19830,3149,7017,0.449,731,2046,0.35700000000000004,2418,4971,0.486,1489,1941,0.767,806,2672,3478,1785,588,401,1176,1633,8518,TOR,2017-18,2017
82,19905,3366,7374,0.456,855,2469,0.34600000000000003,2511,4905,0.512,1402,1843,0.7609999999999999,840,2835,3675,1932,682,447,1170,1679,8989,LAL,2017-18,2017
82,19805,3298,6942,0.475,890,2431,0.366,2408,4511,0.534,1311,1683,0.779,803,2626,3429,1962,529,382,1239,1711,8797,MIN,2017-18,2017
82,19755,3057,6804,0.449,778,2131,0.365,2279,4673,0.488,1295,1680,0.7709999999999999,710,2702,3412,1636,678,380,1224,1683,8187,UTA,2017-18,2017
82,19830,3233,7078,0.457,917,2494,0.368,2316,4584,0.505,1475,1906,0.774,838,2702,3540,1965,670,389,1096,1509,8858,NYK,2017-18,2017
82,19755,3146,7042,0.447,794,2179,0.364,2352,4863,0.484,1362,1803,0.755,763,2755,3518,1655,602,418,1036,1564,8448,POR,2017-18,2017
82,19705,3298,7194,0.458,881,2477,0.35600000000000004,2417,4717,0.512,1457,1864,0.782,871,2706,3577,2015,699,462,1154,1803,8934,LAC,2017-18,2017
82,19930,3090,6873,0.45,785,2181,0.36,2305,4692,0.491,1476,1885,0.7829999999999999,744,2791,3535,1720,616,378,1160,1587,8441,MIA,2017-18,2017
82,19855,3195,6918,0.462,835,2393,0.349,2360,4525,0.522,1469,1931,0.7609999999999999,805,2682,3487,1831,641,383,1224,1639,8694,WAS,2017-18,2017
82,19805,3206,6988,0.459,908,2527,0.359,2298,4461,0.515,1201,1548,0.7759999999999999,756,2833,3589,2064,597,398,1215,1511,8521,DET,2017-18,2017
82,19780,3120,7185,0.434,829,2427,0.342,2291,4758,0.482,1566,2102,0.745,818,2641,3459,1782,697,417,1173,1670,8635,PHI,2017-18,2017
82,19730,3465,7430,0.466,986,2837,0.348,2479,4593,0.54,1539,1998,0.77,917,3015,3932,2024,618,420,1304,1753,9455,SAC,2018-19,2018
82,19730,3246,7084,0.458,887,2618,0.339,2359,4466,0.528,1372,1822,0.753,799,2685,3484,2016,610,407,1109,1675,8751,DEN,2018-19,2018
82,19755,3539,7148,0.495,984,2590,0.38,2555,4558,0.561,1293,1680,0.77,782,2835,3617,2107,568,459,1022,1592,9355,CLE,2018-19,2018
82,19830,3313,7106,0.466,831,2444,0.34,2482,4662,0.532,1493,1944,0.768,899,2825,3724,1929,607,369,1232,1640,8950,HOU,2018-19,2018
82,19755,3549,7610,0.466,1006,2766,0.364,2543,4844,0.525,1471,1926,0.764,898,2855,3753,2174,702,445,1113,1722,9575,NOP,2018-19,2018
82,19705,3177,7059,0.45,932,2633,0.354,2245,4426,0.507,1298,1718,0.7559999999999999,862,2718,3580,2006,608,425,1284,1642,8584,IND,2018-19,2018
82,19780,3322,7669,0.433,1073,2976,0.361,2249,4693,0.479,1242,1694,0.733,813,2902,3715,2031,557,395,1096,1653,8959,MIL,2018-19,2018
82,19880,3083,6836,0.451,951,2639,0.36,2132,4197,0.508,1586,2023,0.784,781,2883,3664,1920,625,402,1249,1758,8703,MEM,2018-19,2018
82,19855,3343,7272,0.46,922,2592,0.35600000000000004,2421,4680,0.517,1500,1971,0.7609999999999999,811,2936,3747,2039,672,415,1372,1844,9108,OKC,2018-19,2018
82,19980,3460,7581,0.456,848,2486,0.341,2612,5095,0.513,1442,1872,0.77,902,2889,3791,1944,638,432,1104,1807,9210,BRK,2018-19,2018
82,19855,3508,7417,0.473,1013,2820,0.359,2495,4597,0.5429999999999999,1759,2321,0.758,871,2904,3775,2202,810,448,1234,1817,9788,ATL,2018-19,2018
82,19780,3357,7315,0.459,918,2667,0.344,2439,4648,0.525,1400,1802,0.777,836,2840,3676,2011,643,368,1065,1905,9032,DAL,2018-19,2018
82,19805,3404,7354,0.463,961,2678,0.359,2443,4676,0.522,1249,1654,0.755,756,2844,3600,2025,589,332,999,1611,9018,SAS,2018-19,2018
82,19780,3274,7185,0.456,858,2475,0.34700000000000003,2416,4710,0.513,1336,1717,0.778,739,2922,3661,1892,575,362,1064,1537,8742,ORL,2018-19,2018
82,19780,3239,7222,0.448,944,2748,0.344,2295,4474,0.513,1430,1872,0.764,852,2912,3764,1940,556,317,1241,1602,8852,BOS,2018-19,2018
82,19805,3315,7471,0.444,955,2753,0.34700000000000003,2360,4718,0.5,1535,1987,0.773,886,2750,3636,1989,630,295,1105,1601,9120,GSW,2018-19,2018
82,19880,3482,7230,0.482,912,2454,0.3720000000000001,2570,4776,0.5379999999999999,1705,2263,0.753,971,2897,3868,2126,737,411,1285,1694,9581,PHO,2018-19,2018
82,19905,3464,7316,0.473,990,2709,0.365,2474,4607,0.537,1377,1805,0.763,824,2984,3808,2094,600,473,1092,1534,9295,CHI,2018-19,2018
82,19880,3302,7352,0.449,882,2559,0.345,2420,4793,0.505,1399,1829,0.765,867,2804,3671,2012,622,368,1225,1683,8885,TOR,2018-19,2018
82,19830,3452,7386,0.467,1041,2752,0.378,2411,4634,0.52,1401,1827,0.767,921,2822,3743,2145,539,455,1209,1795,9346,MIN,2018-19,2018
82,19780,3438,7610,0.452,971,2784,0.349,2467,4826,0.511,1459,1862,0.784,924,2918,3842,2053,683,421,1167,1706,9306,LAL,2018-19,2018
82,19780,3434,7352,0.467,969,2673,0.363,2465,4679,0.527,1493,1948,0.7659999999999999,881,3016,3897,2098,607,458,1084,1708,9330,NYK,2018-19,2018
82,19755,3276,7253,0.452,806,2273,0.355,2470,4980,0.496,1372,1822,0.753,733,2762,3495,1770,695,376,1136,1835,8730,UTA,2018-19,2018
82,19855,3371,7384,0.457,878,2443,0.359,2493,4941,0.505,1438,1868,0.77,842,2670,3512,1906,603,420,1014,1699,9058,POR,2018-19,2018
82,19830,3423,7490,0.457,849,2477,0.343,2574,5013,0.513,1677,2159,0.777,925,2826,3751,1976,677,498,1081,1969,9372,LAC,2018-19,2018
82,19730,3141,7116,0.441,973,2717,0.358,2168,4399,0.493,1432,1861,0.769,831,2792,3623,1913,612,389,1159,1652,8687,MIA,2018-19,2018
82,19930,3560,7424,0.48,994,2689,0.37,2566,4735,0.542,1474,1895,0.778,936,2939,3875,2151,631,378,1292,1741,9588,WAS,2018-19,2018
82,19855,3271,6969,0.469,786,2278,0.345,2485,4691,0.53,1470,1947,0.755,747,2834,3581,1940,566,419,1153,1748,8798,DET,2018-19,2018
82,19805,3418,7506,0.455,843,2464,0.342,2575,5042,0.511,1545,2011,0.768,823,2743,3566,1917,634,336,1045,1816,9224,PHI,2018-19,2018
73,17745,2919,6311,0.463,885,2473,0.358,2034,3838,0.53,1247,1643,0.759,736,2377,3113,1852,525,324,1041,1494,7970,DEN,2019-20,2019
72,17455,2898,6158,0.471,894,2506,0.35700000000000004,2004,3652,0.5489999999999999,1384,1752,0.79,654,2481,3135,1791,557,304,1094,1404,8074,SAC,2019-20,2019
65,15725,2851,5811,0.491,804,2143,0.375,2047,3668,0.5579999999999999,955,1245,0.767,633,2154,2787,1699,613,412,844,1277,7461,CLE,2019-20,2019
72,17380,3045,6589,0.462,880,2522,0.349,2165,4067,0.532,1299,1706,0.7609999999999999,803,2645,3448,1819,578,354,1163,1515,8269,HOU,2019-20,2019
72,17430,3077,6611,0.465,880,2438,0.361,2197,4173,0.526,1400,1775,0.789,727,2501,3228,1763,615,348,1045,1519,8434,NOP,2019-20,2019
73,17620,2883,6459,0.446,837,2455,0.341,2046,4004,0.511,1243,1577,0.7879999999999999,757,2545,3302,1686,504,335,1071,1373,7846,IND,2019-20,2019
73,17595,2843,6862,0.414,1020,2871,0.355,1823,3991,0.457,1221,1551,0.787,693,2651,3344,1764,538,326,1030,1586,7927,MIL,2019-20,2019
73,17570,2964,6592,0.45,942,2580,0.365,2022,4012,0.504,1430,1828,0.782,756,2519,3275,1814,585,386,1080,1474,8300,MEM,2019-20,2019
72,17430,2937,6454,0.455,814,2395,0.34,2123,4059,0.523,1119,1408,0.795,754,2472,3226,1656,505,290,1024,1641,7807,OKC,2019-20,2019
72,17480,2981,6688,0.446,877,2505,0.35,2104,4183,0.503,1250,1625,0.769,766,2541,3307,1630,554,379,919,1521,8089,BRK,2019-20,2019
67,16280,2903,6078,0.478,797,2194,0.363,2106,3884,0.542,1419,1839,0.772,748,2402,3150,1674,600,428,1006,1404,8022,ATL,2019-20,2019
75,18175,3143,6868,0.458,919,2615,0.35100000000000003,2224,4253,0.523,1200,1578,0.76,782,2625,3407,1794,525,311,896,1601,8405,DAL,2019-20,2019
71,17215,3004,6402,0.469,931,2493,0.373,2073,3909,0.53,1238,1594,0.777,665,2551,3216,1825,486,308,937,1424,8177,SAS,2019-20,2019
73,17570,2949,6343,0.465,893,2453,0.364,2056,3890,0.529,1114,1445,0.7709999999999999,660,2616,3276,1804,511,338,1065,1420,7905,ORL,2019-20,2019
72,17430,2764,6268,0.441,851,2504,0.34,1913,3764,0.508,1350,1761,0.767,743,2449,3192,1613,514,396,1097,1487,7729,BOS,2019-20,2019
65,15725,2743,5760,0.476,879,2261,0.389,1864,3499,0.5329999999999999,1113,1422,0.7829999999999999,661,2359,3020,1698,536,321,1016,1308,7478,GSW,2019-20,2019
73,17595,3011,6378,0.472,848,2335,0.363,2163,4043,0.535,1408,1787,0.7879999999999999,664,2497,3161,1723,576,401,1139,1653,8278,PHO,2019-20,2019
65,15675,2568,5364,0.479,726,2057,0.353,1842,3307,0.557,1283,1691,0.759,660,2299,2959,1653,530,384,1187,1246,7145,CHI,2019-20,2019
72,17380,2721,6359,0.428,943,2798,0.337,1778,3561,0.499,1284,1670,0.769,786,2530,3316,1841,520,395,1212,1466,7669,TOR,2019-20,2019
71,17090,2773,6187,0.448,827,2373,0.349,1946,3814,0.51,1270,1626,0.7809999999999999,668,2333,3001,1662,585,263,1130,1544,7643,LAL,2019-20,2019
64,15560,2760,5786,0.477,740,2040,0.363,2020,3746,0.539,1263,1613,0.7829999999999999,647,2383,3030,1560,499,355,992,1383,7523,MIN,2019-20,2019
72,17355,2930,6417,0.457,790,2235,0.353,2140,4182,0.512,1185,1545,0.767,688,2386,3074,1548,566,329,889,1501,7835,UTA,2019-20,2019
66,15965,2631,5678,0.463,877,2303,0.381,1754,3375,0.52,1270,1696,0.7490000000000001,632,2284,2916,1605,474,333,907,1305,7409,NYK,2019-20,2019
74,17835,3090,6781,0.456,1003,2619,0.383,2087,4162,0.501,1410,1828,0.7709999999999999,852,2617,3469,1840,502,364,953,1488,8593,POR,2019-20,2019
72,17380,2846,6494,0.438,886,2566,0.345,1960,3928,0.499,1335,1766,0.7559999999999999,771,2491,3262,1709,540,338,1013,1647,7913,LAC,2019-20,2019
73,17745,2831,6326,0.448,956,2753,0.34700000000000003,1875,3573,0.525,1346,1720,0.7829999999999999,674,2431,3105,1794,545,302,1022,1584,7964,MIA,2019-20,2019
72,17355,3104,6363,0.488,896,2386,0.376,2208,3977,0.555,1470,1890,0.778,753,2572,3325,1814,541,363,1163,1601,8574,WAS,2019-20,2019
66,15965,2768,5764,0.48,705,1952,0.361,2063,3812,0.541,1072,1379,0.777,668,2204,2872,1625,543,369,923,1308,7313,DET,2019-20,2019
73,17595,2905,6275,0.463,759,2148,0.353,2146,4127,0.52,1341,1786,0.7509999999999999,628,2426,3054,1661,510,294,1009,1493,7910,PHI,2019-20,2019
